train,val,test
,,231228.165117.BJ14.060.Group1.A1.S060
,,231228.165335.BJ14.061.Group1.A1.S061
,,231228.165529.BJ14.062.Group1.A1.S062
,,231228.165724.BJ14.063.Group1.A1.S063
,,230917.155442.B17.002.Group1.A1.S002
,,230917.155609.B17.003.Group1.A1.S003
,,230917.155712.B17.004.Group1.A1.S004
,,230917.155857.B17.005.Group1.A1.S005
,,230917.155957.B17.006.Group1.A1.S006
,,230917.160129.B17.007.Group1.A1.S007
,,230917.160328.B17.008.Group1.A1.S008
,,230917.160435.B17.009.Group1.A1.S009
,,230917.160704.B17.010.Group1.A1.S010
,,230917.160752.B17.011.Group1.A1.S011
,,230917.160913.B17.012.Group1.A1.S012
,,230917.161059.B17.013.Group1.A1.S013
,,230917.161259.B17.014.Group1.A1.S014
,,230917.161429.B17.015.Group1.A1.S015
,,230917.161620.B17.016.Group1.A1.S016
,,230917.161746.B17.017.Group1.A1.S017
,,230917.161921.B17.018.Group1.A1.S018
,,230917.162110.B17.019.Group1.A1.S019
,,230917.162247.B17.020.Group1.A1.S020
,,230917.162446.B17.021.Group1.A1.S021
,,230917.162601.B17.022.Group1.A1.S022
,,230917.162700.B17.023.Group1.A1.S023
,,230917.163335.B17.024.Group1.A1.S024
,,230917.163621.B17.025.Group1.A1.S025
,,230917.163820.B17.026.Group1.A1.S026
,,230917.163944.B17.027.Group1.A1.S027
,,230917.164059.B17.028.Group1.A1.S028
,,230917.164243.B17.029.Group1.A1.S029
,,230917.164345.B17.030.Group1.A1.S030
,,230917.164609.B17.032.Group1.A1.S032
,,230917.164700.B17.033.Group1.A1.S033
,,230917.164839.B17.034.Group1.A1.S034
,,230917.165116.B17.035.Group1.A1.S035
,,230917.165355.B17.036.Group1.A1.S036
,,230917.165528.B17.037.Group1.A1.S037
,,230917.165755.B17.038.Group1.A1.S038
,,230917.170029.B17.039.Group1.A1.S039
,,230917.170201.B17.040.Group1.A1.S040
,,230917.170327.B17.041.Group1.A1.S041
,,230917.170444.B17.042.Group1.A1.S042
,,230917.170827.B17.044.Group1.A1.S044
,,230917.170949.B17.045.Group1.A1.S045
,,230917.171249.B17.046.Group1.A1.S046
,,230917.171417.B17.047.Group1.A1.S047
,,230917.171542.B17.048.Group1.A1.S048
,,230917.171631.B17.049.Group1.A1.S049
,,230917.173114.B17.050.Group1.A1.S050
,,230917.173207.B17.051.Group1.A1.S051
,,230917.173302.B17.052.Group1.A1.S052
,,230917.173400.B17.053.Group1.A1.S053
,,230917.173619.B17.054.Group1.A1.S054
,,230917.173744.B17.055.Group1.A1.S055
,,230917.173911.B17.056.Group1.A1.S056
,,230917.174024.B17.057.Group1.A1.S057
,,230917.174530.B17.060.Group1.A1.S060
,,230917.175317.B17.063.Group1.A1.S063
,,240104.162234.BJ17.001.Group1.A1.S001
,,240104.162509.BJ17.002.Group1.A1.S002
,,240104.162657.BJ17.003.Group1.A1.S003
,,240104.162905.BJ17.004.Group1.A1.S004
,,240104.163154.BJ17.005.Group1.A1.S005
,,240105.110428.BJ17.007.Group1.A1.S007
,,240105.110628.BJ17.008.Group1.A1.S008
,,240105.110819.BJ17.009.Group1.A1.S009
,,240105.111545.BJ17.011.Group1.A1.S011
,,240105.111912.BJ17.012.Group1.A1.S012
,,240105.112129.BJ17.013.Group1.A1.S013
,,240105.112346.BJ17.014.Group1.A1.S014
,,240105.112736.BJ17.015.Group1.A1.S015
,,240105.123649.BJ17.016.Group1.A1.S016
,,240105.123855.BJ17.017.Group1.A1.S017
,,240105.124025.BJ17.018.Group1.A1.S018
,,240105.124252.BJ17.019.Group1.A1.S019
,,240105.125401.BJ17.020.Group1.A1.S020
,,240105.125740.BJ17.021.Group1.A1.S021
,,240105.131723.BJ17.022.Group1.A1.S022
,,240105.132051.BJ17.023.Group1.A1.S023
,,240105.132346.BJ17.024.Group1.A1.S024
,,240105.132809.BJ17.025.Group1.A1.S025
,,240105.132931.BJ17.026.Group1.A1.S026
,,240105.133206.BJ17.027.Group1.A1.S027
,,240105.133515.BJ17.028.Group1.A1.S028
,,240105.134228.BJ17.029.Group1.A1.S029
,,240105.134458.BJ17.030.Group1.A1.S030
,,240105.134649.BJ17.031.Group1.A1.S031
,,240105.134836.BJ17.032.Group1.A1.S032
,,240105.135042.BJ17.033.Group1.A1.S033
,,240105.135949.BJ17.034.Group1.A1.S034
,,240105.141444.BJ17.035.Group1.A1.S035
,,240105.141637.BJ17.036.Group1.A1.S036
,,240105.142057.BJ17.037.Group1.A1.S037
,,240105.142324.BJ17.038.Group1.A1.S038
,,240105.142818.BJ17.039.Group1.A1.S039
,,240105.143123.BJ17.040.Group1.A1.S040
,,240105.143854.BJ17.041.Group1.A1.S041
,,240105.144719.BJ17.042.Group1.A1.S042
,,240105.145715.BJ17.043.Group1.A1.S043
,,240105.150034.BJ17.044.Group1.A1.S044
,,240105.150626.BJ17.045.Group1.A1.S045
,,240105.150813.BJ17.046.Group1.A1.S046
,,240105.151014.BJ17.047.Group1.A1.S047
,,240105.151827.BJ17.048.Group1.A1.S048
,,230914.144859.B18.001.Group1.A1.S001
,,230914.145006.B18.002.Group1.A1.S002
,,230914.145135.B18.003.Group1.A1.S003
,,230914.145301.B18.004.Group1.A1.S004
,,230914.145501.B18.005.Group1.A1.S005
,,230914.145656.B18.006.Group1.A1.S006
,,230914.145900.B18.007.Group1.A1.S007
,,230914.150258.B18.008.Group1.A1.S008
,,230914.151124.B18.011.Group1.A1.S011
,,230914.151312.B18.012.Group1.A1.S012
,,230914.151600.B18.013.Group1.A1.S013
,,230914.151749.B18.014.Group1.A1.S014
,,230914.152151.B18.016.Group1.A1.S016
,,230914.152349.B18.017.Group1.A1.S017
,,230914.152552.B18.018.Group1.A1.S018
,,230914.152810.B18.019.Group1.A1.S019
,,230914.153306.B18.020.Group1.A1.S020
,,230914.153356.B18.021.Group1.A1.S021
,,230914.153625.B18.022.Group1.A1.S022
,,230914.153920.B18.023.Group1.A1.S023
,,230914.154808.B18.025.Group1.A1.S025
,,230914.154922.B18.026.Group1.A1.S026
,,230914.155308.B18.028.Group1.A1.S028
,,230914.155426.B18.029.Group1.A1.S029
,,230914.160323.B18.033.Group1.A1.S033
,,230914.160510.B18.034.Group1.A1.S034
,,230914.161034.B18.036.Group1.A1.S036
,,230914.161204.B18.037.Group1.A1.S037
,,230914.161532.B18.039.Group1.A1.S039
,,230914.161908.B18.040.Group1.A1.S040
,,230914.162130.B18.042.Group1.A1.S042
,,230914.162302.B18.043.Group1.A1.S043
,,230914.162456.B18.044.Group1.A1.S044
,,230914.162551.B18.045.Group1.A1.S045
,,230914.163200.B18.046.Group1.A1.S046
,,230914.163409.B18.047.Group1.A1.S047
,,230914.163600.B18.048.Group1.A1.S048
,,230914.163800.B18.049.Group1.A1.S049
,,230914.164346.B18.051.Group1.A1.S051
,,230914.164544.B18.052.Group1.A1.S052
,,230914.164710.B18.053.Group1.A1.S053
,,230914.165112.B18.055.Group1.A1.S055
,,230914.165736.B18.057.Group1.A1.S057
,,230914.165926.B18.058.Group1.A1.S058
,,230914.170059.B18.059.Group1.A1.S059
,,230914.171019.B18.060.Group1.A1.S060
,,230914.171220.B18.061.Group1.A1.S061
,,230914.171437.B18.062.Group1.A1.S062
,,230914.171546.B18.063.Group1.A1.S063
,,230914.171726.B18.064.Group1.A1.S064
,,230914.172204.B18.065.Group1.A1.S065
,,230914.172330.B18.066.Group1.A1.S066
,,230916.142300.B21.002.Group1.A1.S002
,,230916.142402.B21.003.Group1.A1.S003
,,230916.142448.B21.004.Group1.A1.S004
,,230916.142536.B21.005.Group1.A1.S005
,,230916.142621.B21.006.Group1.A1.S006
,,230916.142828.B21.008.Group1.A1.S008
,,230916.143013.B21.009.Group1.A1.S009
,,230916.143152.B21.010.Group1.A1.S010
,,230916.143440.B21.011.Group1.A1.S011
,,230916.143617.B21.012.Group1.A1.S012
,,230916.143931.B21.013.Group1.A1.S013
,,230916.144053.B21.014.Group1.A1.S014
,,230916.144246.B21.015.Group1.A1.S015
,,230916.144700.B21.016.Group1.A1.S016
,,230916.144841.B21.017.Group1.A1.S017
,,230916.145017.B21.018.Group1.A1.S018
,,230916.145232.B21.019.Group1.A1.S019
,,230916.145341.B21.020.Group1.A1.S020
,,230916.145555.B21.021.Group1.A1.S021
,,230916.145720.B21.022.Group1.A1.S022
,,230916.151003.B21.023.Group1.A1.S023
,,230916.151245.B21.024.Group1.A1.S024
,,230916.151547.B21.025.Group1.A1.S025
,,230916.152221.B21.026.Group1.A1.S026
,,230916.152354.B21.027.Group1.A1.S027
,,230916.152829.B21.028.Group1.A1.S028
,,230916.153204.B21.029.Group1.A1.S029
,,230916.153546.B21.030.Group1.A1.S030
,,230916.153952.B21.031.Group1.A1.S031
,,230916.154208.B21.032.Group1.A1.S032
,,230916.154439.B21.033.Group1.A1.S033
,,230916.154801.B21.034.Group1.A1.S034
,,230916.155003.B21.035.Group1.A1.S035
,,230916.155122.B21.036.Group1.A1.S036
,,230916.160106.B21.038.Group1.A1.S038
,,230916.160254.B21.039.Group1.A1.S039
,,230916.160512.B21.040.Group1.A1.S040
,,231227.161042.BJ22.001.Group1.A1.S001
,,231227.161133.BJ22.002.Group1.A1.S002
,,231227.161220.BJ22.003.Group1.A1.S003
,,231227.161331.BJ22.004.Group1.A1.S004
,,231227.161459.BJ22.005.Group1.A1.S005
,,231227.161617.BJ22.006.Group1.A1.S006
,,231227.161738.BJ22.007.Group1.A1.S007
,,231227.161931.BJ22.008.Group1.A1.S008
,,231227.162105.BJ22.009.Group1.A1.S009
,,231227.162305.BJ22.010.Group1.A1.S010
,,231227.162457.BJ22.011.Group1.A1.S011
,,231227.162711.BJ22.012.Group1.A1.S012
,,231227.163238.BJ22.014.Group1.A1.S014
,,231227.163351.BJ22.015.Group1.A1.S015
,,231227.163526.BJ22.016.Group1.A1.S016
,,231227.163726.BJ22.017.Group1.A1.S017
,,231227.164011.BJ22.018.Group1.A1.S018
,,231227.164158.BJ22.019.Group1.A1.S019
,,231227.164536.BJ22.020.Group1.A1.S020
,,231227.164810.BJ22.021.Group1.A1.S021
,,231227.165647.BJ22.022.Group1.A1.S022
,,231227.165839.BJ22.023.Group1.A1.S023
,,231227.165955.BJ22.024.Group1.A1.S024
,,231227.170141.BJ22.025.Group1.A1.S025
,,231227.170323.BJ22.026.Group1.A1.S026
,,231227.170456.BJ22.027.Group1.A1.S027
,,231227.170633.BJ22.028.Group1.A1.S028
,,231227.170834.BJ22.029.Group1.A1.S029
,,231227.171237.BJ22.030.Group1.A1.S030
,,231227.171507.BJ22.031.Group1.A1.S031
,,231227.171617.BJ22.032.Group1.A1.S032
,,231227.172036.BJ22.033.Group1.A1.S033
,,231227.172314.BJ22.034.Group1.A1.S034
,,231227.172603.BJ22.035.Group1.A1.S035
,,231227.172732.BJ22.036.Group1.A1.S036
,,231227.172906.BJ22.037.Group1.A1.S037
,,231227.173200.BJ22.038.Group1.A1.S038
,,231227.173409.BJ22.039.Group1.A1.S039
,,231227.173557.BJ22.040.Group1.A1.S040
,,231227.173718.BJ22.041.Group1.A1.S041
,,231227.173838.BJ22.042.Group1.A1.S042
,,231227.174026.BJ22.043.Group1.A1.S043
,,231227.174256.BJ22.044.Group1.A1.S044
,,231227.174422.BJ22.045.Group1.A1.S045
,,231227.174546.BJ22.046.Group1.A1.S046
,,231227.174742.BJ22.047.Group1.A1.S047
,,231227.174933.BJ22.048.Group1.A1.S048
,,231227.175822.BJ22.049.Group1.A1.S049
,,231227.180359.BJ22.050.Group1.A1.S050
,,231227.180514.BJ22.051.Group1.A1.S051
,,231227.181054.BJ22.052.Group1.A1.S052
,,231227.181221.BJ22.053.Group1.A1.S053
,,231227.181407.BJ22.054.Group1.A1.S054
,,231227.181639.BJ22.055.Group1.A1.S055
,,231227.181801.BJ22.056.Group1.A1.S056
,,231227.181941.BJ22.057.Group1.A1.S057
,,231227.182148.BJ22.058.Group1.A1.S058
,,231227.182309.BJ22.059.Group1.A1.S059
,,231227.182508.BJ22.060.Group1.A1.S060
,,231227.182613.BJ22.061.Group1.A1.S061
,,231227.182804.BJ22.062.Group1.A1.S062
,,231227.182948.BJ22.063.Group1.A1.S063
,,230915.161850.B23.002.Group1.A1.S002
,,230915.162416.B23.003.Group1.A1.S003
,,230915.170201.B23.004.Group1.A1.S004
,,230915.170257.B23.005.Group1.A1.S005
,,230915.170501.B23.006.Group1.A1.S006
,,230915.170738.B23.007.Group1.A1.S007
,,230915.170930.B23.008.Group1.A1.S008
,,230915.171052.B23.009.Group1.A1.S009
,,230915.171549.B23.010.Group1.A1.S010
,,230915.171649.B23.011.Group1.A1.S011
,,230915.172015.B23.012.Group1.A1.S012
,,230915.172459.B23.013.Group1.A1.S013
,,230915.172648.B23.014.Group1.A1.S014
,,230915.173048.B23.015.Group1.A1.S015
,,230915.173317.B23.016.Group1.A1.S016
,,230915.173544.B23.017.Group1.A1.S017
,,230915.173805.B23.018.Group1.A1.S018
,,230915.174342.B23.019.Group1.A1.S019
,,230915.175134.B23.020.Group1.A1.S020
,,230915.175309.B23.021.Group1.A1.S021
,,230915.180658.B23.023.Group1.A1.S023
,,230915.181332.B23.024.Group1.A1.S024
,,230915.181657.B23.025.Group1.A1.S025
,,230915.181854.B23.026.Group1.A1.S026
,,230915.182052.B23.027.Group1.A1.S027
,,230915.182301.B23.028.Group1.A1.S028
,,230915.182915.B23.029.Group1.A1.S029
,,230915.183324.B23.030.Group1.A1.S030
,,230915.183542.B23.031.Group1.A1.S031
,,230915.184140.B23.034.Group1.A1.S034
,,230915.184350.B23.035.Group1.A1.S035
,,230915.184519.B23.036.Group1.A1.S036
,,230915.184810.B23.037.Group1.A1.S037
,,230915.185044.B23.038.Group1.A1.S038
,,230915.185204.B23.039.Group1.A1.S039
,,230915.185355.B23.040.Group1.A1.S040
,,230915.185648.B23.041.Group1.A1.S041
,,230915.185820.B23.042.Group1.A1.S042
,,230915.190200.B23.043.Group1.A1.S043
,,230915.190450.B23.044.Group1.A1.S044
,,230915.190606.B23.045.Group1.A1.S045
,,230915.191039.B23.046.Group1.A1.S046
,,230915.191448.B23.048.Group1.A1.S048
,,230915.191717.B23.049.Group1.A1.S049
,,230915.191936.B23.050.Group1.A1.S050
,,230915.193109.B23.051.Group1.A1.S051
,,230915.193314.B23.052.Group1.A1.S052
,,230915.193436.B23.053.Group1.A1.S053
,,230915.193556.B23.054.Group1.A1.S054
,,230915.193741.B23.055.Group1.A1.S055
,,230915.194108.B23.056.Group1.A1.S056
,,230915.194220.B23.057.Group1.A1.S057
,,230915.194401.B23.058.Group1.A1.S058
,,230915.194535.B23.059.Group1.A1.S059
,,230915.194853.B23.060.Group1.A1.S060
,,230915.195648.B23.062.Group1.A1.S062
,,230915.195834.B23.063.Group1.A1.S063
,,230915.200233.B23.064.Group1.A1.S064
,,230915.200518.B23.065.Group1.A1.S065
,,230915.200747.B23.066.Group1.A1.S066
,,230915.201145.B23.068.Group1.A1.S068
,,231102.124433.HD02.001.Group1.A1.S001
,,231102.124547.HD02.002.Group1.A1.S002
,,231102.124719.HD02.003.Group1.A1.S003
,,231102.124908.HD02.004.Group1.A1.S004
,,231102.125117.HD02.005.Group1.A1.S005
,,231102.125317.HD02.006.Group1.A1.S006
,,231102.125445.HD02.007.Group1.A1.S007
,,231102.125542.HD02.008.Group1.A1.S008
,,231102.125706.HD02.009.Group1.A1.S009
,,231102.125846.HD02.010.Group1.A1.S010
,,231102.130105.HD02.011.Group1.A1.S011
,,231102.130213.HD02.012.Group1.A1.S012
,,231102.130336.HD02.013.Group1.A1.S013
,,231102.130521.HD02.014.Group1.A1.S014
,,231102.130700.HD02.015.Group1.A1.S015
,,231102.130801.HD02.016.Group1.A1.S016
,,231102.131200.HD02.017.Group1.A1.S017
,,231102.131300.HD02.018.Group1.A1.S018
,,231102.131621.HD02.019.Group1.A1.S019
,,231102.131728.HD02.020.Group1.A1.S020
,,231102.131905.HD02.021.Group1.A1.S021
,,231102.132148.HD02.022.Group1.A1.S022
,,231102.132354.HD02.023.Group1.A1.S023
,,231102.132517.HD02.024.Group1.A1.S024
,,231102.132658.HD02.025.Group1.A1.S025
,,231102.132955.HD02.026.Group1.A1.S026
,,231102.133151.HD02.027.Group1.A1.S027
,,231102.135423.HD02.028.Group1.A1.S028
,,231102.135631.HD02.029.Group1.A1.S029
,,231102.135823.HD02.030.Group1.A1.S030
,,231102.140001.HD02.031.Group1.A1.S031
,,231102.140143.HD02.032.Group1.A1.S032
,,231102.140336.HD02.033.Group1.A1.S033
,,231102.140611.HD02.034.Group1.A1.S034
,,231102.140807.HD02.035.Group1.A1.S035
,,231102.140918.HD02.036.Group1.A1.S036
,,231102.141122.HD02.037.Group1.A1.S037
,,231102.141613.HD02.038.Group1.A1.S038
,,231102.141740.HD02.039.Group1.A1.S039
,,231102.141858.HD02.040.Group1.A1.S040
,,231102.142200.HD02.041.Group1.A1.S041
,,231102.142342.HD02.042.Group1.A1.S042
,,231102.142539.HD02.043.Group1.A1.S043
,,231102.142748.HD02.044.Group1.A1.S044
,,231102.143118.HD02.045.Group1.A1.S045
,,231102.143236.HD02.046.Group1.A1.S046
,,231102.143735.HD02.047.Group1.A1.S047
,,231102.143843.HD02.048.Group1.A1.S048
,,231102.144028.HD02.049.Group1.A1.S049
,,231102.144227.HD02.050.Group1.A1.S050
,,231102.144426.HD02.051.Group1.A1.S051
,,231102.144621.HD02.052.Group1.A1.S052
,,231102.144804.HD02.053.Group1.A1.S053
,,231102.144906.HD02.054.Group1.A1.S054
,,231102.145019.HD02.055.Group1.A1.S055
,,231102.145128.HD02.056.Group1.A1.S056
,,231102.145318.HD02.057.Group1.A1.S057
,,231102.145455.HD02.058.Group1.A1.S058
,,231102.145726.HD02.059.Group1.A1.S059
,,231102.145846.HD02.060.Group1.A1.S060
,,231102.150009.HD02.061.Group1.A1.S061
,,231102.150218.HD02.062.Group1.A1.S062
,,231102.150407.HD02.063.Group1.A1.S063
,,231110.135614.HD03_2nd.001.Group1.A1.S001
,,231110.140307.HD03_2nd.003.Group1.A1.S003
,,231110.140544.HD03_2nd.004.Group1.A1.S004
,,231110.140926.HD03_2nd.005.Group1.A1.S005
,,231110.141321.HD03_2nd.006.Group1.A1.S006
,,231110.141447.HD03_2nd.007.Group1.A1.S007
,,231110.142214.HD03_2nd.008.Group1.A1.S008
,,231110.142324.HD03_2nd.009.Group1.A1.S009
,,231110.142434.HD03_2nd.010.Group1.A1.S010
,,231110.143026.HD03_2nd.011.Group1.A1.S011
,,231110.143252.HD03_2nd.012.Group1.A1.S012
,,231110.143443.HD03_2nd.013.Group1.A1.S013
,,231110.144446.HD03_2nd.014.Group1.A1.S014
,,231110.144549.HD03_2nd.015.Group1.A1.S015
,,231110.145233.HD03_2nd.016.Group1.A1.S016
,,231110.145459.HD03_2nd.017.Group1.A1.S017
,,231110.150048.HD03_2nd.019.Group1.A1.S019
,,231110.150236.HD03_2nd.020.Group1.A1.S020
,,231110.151533.HD03_2nd.021.Group1.A1.S021
,,231110.151758.HD03_2nd.022.Group1.A1.S022
,,231110.152126.HD03_2nd.023.Group1.A1.S023
,,231110.152536.HD03_2nd.024.Group1.A1.S024
,,231110.152912.HD03_2nd.025.Group1.A1.S025
,,231110.153046.HD03_2nd.026.Group1.A1.S026
,,231110.153244.HD03_2nd.027.Group1.A1.S027
,,231110.153506.HD03_2nd.028.Group1.A1.S028
,,231110.153637.HD03_2nd.029.Group1.A1.S029
,,231110.153906.HD03_2nd.030.Group1.A1.S030
,,231110.154135.HD03_2nd.031.Group1.A1.S031
,,231110.154451.HD03_2nd.032.Group1.A1.S032
,,231110.154705.HD03_2nd.033.Group1.A1.S033
,,231110.154857.HD03_2nd.034.Group1.A1.S034
,,231110.155112.HD03_2nd.035.Group1.A1.S035
,,231110.155509.HD03_2nd.036.Group1.A1.S036
,,231110.155831.HD03_2nd.037.Group1.A1.S037
,,231110.160049.HD03_2nd.038.Group1.A1.S038
,,231110.160313.HD03_2nd.039.Group1.A1.S039
,,231110.160726.HD03_2nd.040.Group1.A1.S040
,,231110.161201.HD03_2nd.041.Group1.A1.S041
,,231110.161519.HD03_2nd.042.Group1.A1.S042
,,231110.161806.HD03_2nd.043.Group1.A1.S043
,,231110.162321.HD03_2nd.044.Group1.A1.S044
,,231110.162544.HD03_2nd.045.Group1.A1.S045
,,231110.162925.HD03_2nd.046.Group1.A1.S046
,,231110.164320.HD03_2nd.047.Group1.A1.S047
,,231110.164631.HD03_2nd.048.Group1.A1.S048
,,231110.164730.HD03_2nd.049.Group1.A1.S049
,,231110.165540.HD03_2nd.050.Group1.A1.S050
,,231110.165818.HD03_2nd.051.Group1.A1.S051
,,231110.170133.HD03_2nd.052.Group1.A1.S052
,,231110.170429.HD03_2nd.053.Group1.A1.S053
,,231110.170755.HD03_2nd.054.Group1.A1.S054
,,231110.171300.HD03_2nd.056.Group1.A1.S056
,,231110.171455.HD03_2nd.057.Group1.A1.S057
,,231110.171635.HD03_2nd.058.Group1.A1.S058
,,231110.172055.HD03_2nd.060.Group1.A1.S060
,,231110.172301.HD03_2nd.061.Group1.A1.S061
,,231110.172503.HD03_2nd.062.Group1.A1.S062
,,231110.172958.HD03_2nd.063.Group1.A1.S063
,,231215.101132.HD04.002.Group1.A1.S002
,,231215.101337.HD04.003.Group1.A1.S003
,,231215.101526.HD04.004.Group1.A1.S004
,,231215.101653.HD04.005.Group1.A1.S005
,,231215.101821.HD04.006.Group1.A1.S006
,,231215.102029.HD04.007.Group1.A1.S007
,,231215.102220.HD04.008.Group1.A1.S008
,,231215.102401.HD04.009.Group1.A1.S009
,,231215.102515.HD04.010.Group1.A1.S010
,,231215.102704.HD04.011.Group1.A1.S011
,,231215.102837.HD04.012.Group1.A1.S012
,,231215.103008.HD04.013.Group1.A1.S013
,,231215.103251.HD04.014.Group1.A1.S014
,,231215.103409.HD04.015.Group1.A1.S015
,,231215.103646.HD04.016.Group1.A1.S016
,,231215.103855.HD04.017.Group1.A1.S017
,,231215.104232.HD04.018.Group1.A1.S018
,,231215.104435.HD04.019.Group1.A1.S019
,,231215.104549.HD04.020.Group1.A1.S020
,,231215.104656.HD04.021.Group1.A1.S021
,,231215.104908.HD04.022.Group1.A1.S022
,,231215.105139.HD04.023.Group1.A1.S023
,,231215.105348.HD04.024.Group1.A1.S024
,,231215.105623.HD04.025.Group1.A1.S025
,,231215.105759.HD04.026.Group1.A1.S026
,,231215.110458.HD04.027.Group1.A1.S027
,,231215.110613.HD04.028.Group1.A1.S028
,,231215.110705.HD04.029.Group1.A1.S029
,,231215.110829.HD04.030.Group1.A1.S030
,,231215.111016.HD04.031.Group1.A1.S031
,,231215.111213.HD04.032.Group1.A1.S032
,,231215.111428.HD04.033.Group1.A1.S033
,,231215.112028.HD04.035.Group1.A1.S035
,,231215.112246.HD04.036.Group1.A1.S036
,,231215.112511.HD04.037.Group1.A1.S037
,,231215.112603.HD04.038.Group1.A1.S038
,,231215.112721.HD04.039.Group1.A1.S039
,,231215.122344.HD04.040.Group1.A1.S040
,,231215.122532.HD04.041.Group1.A1.S041
,,231215.122657.HD04.042.Group1.A1.S042
,,231215.122928.HD04.043.Group1.A1.S043
,,231215.123120.HD04.044.Group1.A1.S044
,,231215.123224.HD04.045.Group1.A1.S045
,,231215.123353.HD04.046.Group1.A1.S046
,,231215.125411.HD04.047.Group1.A1.S047
,,231215.125652.HD04.048.Group1.A1.S048
,,231215.130137.HD04.049.Group1.A1.S049
,,231215.130556.HD04.050.Group1.A1.S050
,,231215.130809.HD04.051.Group1.A1.S051
,,231215.131223.HD04.052.Group1.A1.S052
,,231215.131729.HD04.053.Group1.A1.S053
,,231215.131850.HD04.054.Group1.A1.S054
,,231215.132013.HD04.055.Group1.A1.S055
,,231215.132107.HD04.056.Group1.A1.S056
,,231215.132404.HD04.058.Group1.A1.S058
,,231215.132604.HD04.059.Group1.A1.S059
,,231215.132843.HD04.060.Group1.A1.S060
,,231215.133101.HD04.061.Group1.A1.S061
,,231215.133317.HD04.062.Group1.A1.S062
,,231215.133427.HD04.063.Group1.A1.S063
,,231215.133610.HD04.064.Group1.A1.S064
,,231215.133752.HD04.065.Group1.A1.S065
,,231102.154306.HD05.001.Group1.A1.S001
,,231102.154359.HD05.002.Group1.A1.S002
,,231102.154458.HD05.003.Group1.A1.S003
,,231102.154544.HD05.004.Group1.A1.S004
,,231102.154628.HD05.005.Group1.A1.S005
,,231102.154750.HD05.006.Group1.A1.S006
,,231102.154841.HD05.007.Group1.A1.S007
,,231102.154951.HD05.008.Group1.A1.S008
,,231102.155234.HD05.009.Group1.A1.S009
,,231102.155610.HD05.010.Group1.A1.S010
,,231102.155909.HD05.011.Group1.A1.S011
,,231102.160119.HD05.012.Group1.A1.S012
,,231102.160502.HD05.013.Group1.A1.S013
,,231102.160616.HD05.014.Group1.A1.S014
,,231102.160721.HD05.015.Group1.A1.S015
,,231102.160928.HD05.016.Group1.A1.S016
,,231102.161057.HD05.017.Group1.A1.S017
,,231102.161235.HD05.018.Group1.A1.S018
,,231102.161349.HD05.019.Group1.A1.S019
,,231102.161948.HD05.020.Group1.A1.S020
,,231102.162237.HD05.021.Group1.A1.S021
,,231102.162714.HD05.022.Group1.A1.S022
,,231102.162955.HD05.023.Group1.A1.S023
,,231102.163244.HD05.024.Group1.A1.S024
,,231102.163412.HD05.025.Group1.A1.S025
,,231102.163535.HD05.026.Group1.A1.S026
,,231102.163702.HD05.027.Group1.A1.S027
,,231102.163751.HD05.028.Group1.A1.S028
,,231102.163927.HD05.029.Group1.A1.S029
,,231102.164242.HD05.030.Group1.A1.S030
,,231102.164408.HD05.031.Group1.A1.S031
,,231102.164458.HD05.032.Group1.A1.S032
,,231102.164640.HD05.033.Group1.A1.S033
,,231102.165012.HD05.034.Group1.A1.S034
,,231102.165311.HD05.035.Group1.A1.S035
,,231102.165425.HD05.036.Group1.A1.S036
,,231102.165637.HD05.037.Group1.A1.S037
,,231102.170030.HD05.039.Group1.A1.S039
,,231102.170132.HD05.040.Group1.A1.S040
,,231102.170337.HD05.041.Group1.A1.S041
,,231102.170617.HD05.042.Group1.A1.S042
,,231102.173438.HD05.043.Group1.A1.S043
,,231102.173546.HD05.044.Group1.A1.S044
,,231102.174022.HD05.046.Group1.A1.S046
,,231102.174259.HD05.048.Group1.A1.S048
,,231102.174814.HD05.049.Group1.A1.S049
,,231102.174957.HD05.050.Group1.A1.S050
,,231102.175249.HD05.051.Group1.A1.S051
,,231102.175359.HD05.052.Group1.A1.S052
,,231102.175633.HD05.053.Group1.A1.S053
,,231102.175800.HD05.054.Group1.A1.S054
,,231102.180132.HD05.055.Group1.A1.S055
,,231102.180306.HD05.056.Group1.A1.S056
,,231102.180619.HD05.057.Group1.A1.S057
,,231102.180941.HD05.059.Group1.A1.S059
,,231102.181136.HD05.060.Group1.A1.S060
,,231102.181331.HD05.061.Group1.A1.S061
,,231102.181544.HD05.062.Group1.A1.S062
,,231102.181712.HD05.063.Group1.A1.S063
,,231205.145300.HD07.001.Group1.A1.S001
,,231205.145526.HD07.002.Group1.A1.S002
,,231205.145733.HD07.003.Group1.A1.S003
,,231205.145939.HD07.004.Group1.A1.S004
,,231205.150222.HD07.005.Group1.A1.S005
,,231205.150429.HD07.006.Group1.A1.S006
,,231205.150848.HD07.007.Group1.A1.S007
,,231205.151016.HD07.008.Group1.A1.S008
,,231205.151121.HD07.009.Group1.A1.S009
,,231205.151311.HD07.010.Group1.A1.S010
,,231205.151554.HD07.011.Group1.A1.S011
,,231205.151645.HD07.012.Group1.A1.S012
,,231205.152103.HD07.013.Group1.A1.S013
,,231205.152526.HD07.014.Group1.A1.S014
,,231205.152711.HD07.015.Group1.A1.S015
,,231205.152800.HD07.016.Group1.A1.S016
